asin,brand,currency,discount,final_price,images_count,initial_price,item_weight,rating,reviews_count,root_bs_rank,seller_id,seller_name,timestamp,title,video_count,categories,number_of_sellers,main_category,main_rank,quantity_in_stock,is_in_stock,book_format,discount_pct,discount_range,price_range,num_reviews_range
0062060627,Madeline Miller,USD,6.64,10.35,3,16.99,294.84000000000003,4.7,31125,80.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:35:43,The Song of Achilles: A Novel,0,Literature & Fiction - Genre Fiction,19.0,0,0.9292929292929294,,1,Kindle,39.08181283107711,30%+,$10-$20,30000-40000
0062976583,Charlie Mackesy,USD,12.64,10.35,6,22.99,408.24,4.8,87406,35.0,ATVPDKIKX0DER,"Goodwill Industries - Big Bend, Inc.",2021-12-21 23:35:44,"The Boy, the Mole, the Fox and the Horse",0,Comics & Graphic Novels - Graphic Novels,19.0,0,0.32323232323232326,,1,Kindle,54.980426272292306,30%+,$10-$20,50000+
0060890681,Liane Moriarty,USD,9.01,7.98,1,16.99,362.88000000000005,4.2,10102,16810.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:23:25,The Last Anniversary: A Novel,0,Literature & Fiction - Dramas & Plays,19.0,182,0.7676767676767677,,1,Kindle,53.03119482048264,30%+,< $10,10000-20000
0062073478,Agatha Christie,USD,6.0,9.99,3,15.99,204.12,4.5,16752,7851.0,ATVPDKIKX0DER,California Book Bag,2021-12-21 23:23:25,And Then There Were None (Agatha Christie Mysteries Collection (Paperback)),0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,177,0.18181818181818182,,1,Kindle,37.5234521575985,30%+,< $10,10000-20000
0062073486,Agatha Christie,USD,1.0,7.99,4,8.99,172.935,4.5,16752,2863.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:23:18,And Then There Were None,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,256,0.060606060606060615,,1,Kindle,11.123470522803114,10%-20%,< $10,10000-20000
0062981951,Frances Hodgson Burnett,USD,3.5,15.49,1,18.99,975.928,4.7,10041,44643.0,ATVPDKIKX0DER,glenthebookseller,2021-12-21 23:40:43,The Secret Garden,0,Children's Books - Literature & Fiction,19.0,89,0.29292929292929293,,1,Kindle,18.43075302790943,10%-20%,$10-$20,10000-20000
0062563297,Bernard Cornwell,USD,10.7,18.29,1,28.99,499.31200000000007,4.8,11275,37634.0,ATVPDKIKX0DER,MollyinTexas,2021-12-21 23:23:19,"War Lord: A Novel (Saxon Tales, 13)",0,Literature & Fiction - Genre Fiction,19.0,214,0.11111111111111112,,1,Kindle,36.90927906174543,30%+,$10-$20,10000-20000
0060935464,Harper Lee,USD,8.8,7.19,4,15.99,255.15,4.8,53270,618.0,ATVPDKIKX0DER,Jenson Books Inc.,2021-12-21 23:23:20,To Kill a Mockingbird,0,Literature & Fiction - Genre Fiction,19.0,386,0.4545454545454546,,1,Kindle,55.03439649781113,30%+,< $10,50000+
0062654195,Kate Quinn,USD,5.53,11.46,4,16.99,405.40500000000003,4.6,18709,1706.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:23:18,The Alice Network: A Novel,0,Literature & Fiction - Genre Fiction,19.0,274,0.23232323232323232,,1,Kindle,32.54855797527958,30%+,$10-$20,10000-20000
0062667580,Liv Constantine,USD,4.41,12.58,2,16.99,294.84000000000003,4.4,12379,14060.0,ATVPDKIKX0DER,Vivé Liber Books LLC,2021-12-21 23:23:17,The Last Mrs. Parrish: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,235,0.3434343434343435,,1,Kindle,25.956444967628016,20%-30%,$10-$20,10000-20000
0062667645,Rumaan Alam,USD,3.4,13.59,2,16.99,204.12,3.6,11464,6767.0,ATVPDKIKX0DER,Luxifi,2021-12-21 23:23:20,Leave the World Behind: A Novel,0,Literature & Fiction - Genre Fiction,19.0,269,0.36363636363636365,,1,Kindle,20.01177163037081,20%-30%,$10-$20,10000-20000
0063040514,Veronica Roth,USD,4.6,8.39,2,12.99,385.56,4.6,29549,62960.0,ATVPDKIKX0DER,glenthebookseller,2021-12-21 23:23:18,"Divergent 10th Anniversary Edition (Divergent Series, 1)",0,Teen & Young Adult - Literature & Fiction,19.0,405,0.6262626262626264,,1,Kindle,35.41185527328714,30%+,< $10,20000-30000
0063040522,Veronica Roth,USD,2.6,10.39,2,12.99,430.92,4.6,19489,185449.0,ATVPDKIKX0DER,big_river_books,2021-12-21 23:23:20,"Insurgent Anniversary Edition (Divergent Series, 2)",0,Teen & Young Adult - Literature & Fiction,19.0,405,0.8282828282828284,,1,Kindle Edition with Audio/Video,20.01539645881447,20%-30%,$10-$20,10000-20000
0063040530,Veronica Roth,USD,3.0,9.99,2,12.99,430.92,3.9,22362,71938.0,ATVPDKIKX0DER,Housing Works Online Bookstore,2021-12-21 23:23:17,"Allegiant Anniversary Edition (Divergent Series, 3)",0,Teen & Young Adult - Literature & Fiction,19.0,405,0.5555555555555557,,1,Kindle,23.094688221709006,20%-30%,< $10,20000-30000
0063045982,J. D. Vance,USD,8.52,9.47,4,17.99,204.12,4.5,27096,154393.0,A2KFQ672Z6FN1W,DTXMARKETSDTXMARKETSGREENWORLD BOOKS,2021-12-21 23:23:19,Hillbilly Elegy [movie tie-in]: A Memoir of a Family and Culture in Crisis,0,Biographies & Memoirs - Historical,19.0,303,0.8383838383838385,1.0,1,Kindle,47.35964424680378,30%+,< $10,20000-30000
0063046105,Omid ScobieCarolyn Durand,USD,11.37,16.62,9,27.99,644.5664,4.2,12951,45468.0,ATVPDKIKX0DER,TrustedMarketing,2021-12-21 23:23:20,Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family,0,Biographies & Memoirs - Leaders & Notable People,19.0,21,0.37373737373737376,,1,Kindle,40.62165058949625,30%+,$10-$20,10000-20000
0063046113,Omid ScobieCarolyn Durand,USD,5.8,11.19,4,16.99,249.48000000000005,4.2,12951,61427.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:21,Finding Freedom: Harry and Meghan,0,Biographies & Memoirs - Leaders & Notable People,19.0,21,0.9292929292929294,,1,Kindle,34.13772807533844,30%+,$10-$20,10000-20000
0062678426,A. J Finn,USD,10.01,7.98,4,17.99,340.20000000000005,4.4,33470,2569.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:20,The Woman in the Window: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,273,0.6363636363636365,,1,Kindle,55.6420233463035,30%+,< $10,30000-40000
0061124958,E. B WhiteGarth Williams,USD,4.52,5.47,5,9.99,249.48000000000005,4.8,17487,717.0,ATVPDKIKX0DER,ZBK Books,2021-12-21 23:23:16,Charlotte's Web,0,Children's Books - Animals,19.0,55,0.3434343434343435,,1,Kindle,45.24524524524524,30%+,< $10,10000-20000
0140501738,Don Freeman,USD,2.96,7.99,3,10.95,85.05000000000001,4.9,12752,12760.0,ATVPDKIKX0DER,FindAnyBook,2021-12-21 23:35:50,Corduroy,0,Children's Books - Animals,19.0,305,0.1414141414141414,,1,Kindle,27.031963470319635,20%-30%,< $10,10000-20000
0062696122,Aldous Huxley,USD,6.1,17.89,4,23.99,362.88000000000005,4.6,18262,13149.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:33,Brave New World,0,Literature & Fiction - United States,19.0,367,0.43434343434343436,,1,Kindle,25.427261358899543,20%-30%,$10-$20,10000-20000
0063078902,Julia Quinn,USD,5.45,11.54,2,16.99,323.19000000000005,4.6,32433,3807.0,ATVPDKIKX0DER,gatecitybooks,2021-12-21 23:23:18,Bridgerton [TV Tie-in] (Bridgertons Book 1),0,Literature & Fiction - Women's Fiction,19.0,334,0.30303030303030304,,1,Kindle,32.07769276044733,30%+,$10-$20,30000-40000
0063111306,Liv Constantine,USD,2.51,7.48,2,9.99,226.8,4.4,12379,7925.0,ATVPDKIKX0DER,Bear Books Outlet,2021-12-21 23:23:17,The Last Mrs. Parrish: A Novel,0,"Mystery, Thriller & Suspense - Thrillers & Suspense",19.0,235,0.1414141414141414,,1,Kindle,25.125125125125123,20%-30%,< $10,10000-20000
006313862X,Julia Quinn,USD,9.49,7.5,4,16.99,362.88000000000005,4.6,24901,3223.0,ATVPDKIKX0DER,Valleys Books & More,2021-12-21 23:23:22,"The Viscount Who Loved Me: Bridgerton (Bridgertons, 2)",0,Literature & Fiction - Women's Fiction,19.0,334,0.20202020202020202,,1,Kindle,55.85638610947616,30%+,< $10,20000-30000
0063138646,Julia Quinn,USD,3.41,13.58,2,16.99,317.52,4.6,17372,6507.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:22,"Offer from a Gentleman, An: Bridgerton (Bridgertons, 3)",0,Literature & Fiction - Women's Fiction,19.0,338,0.32323232323232326,,1,Kindle,20.07062978222484,20%-30%,$10-$20,10000-20000
0063141248,Julia Quinn,USD,8.0,8.99,2,16.99,362.88000000000005,4.6,21038,6500.0,ATVPDKIKX0DER,Seattlegoodwill,2021-12-21 23:23:15,"Romancing Mister Bridgerton: Bridgerton (Bridgertons, 4)",0,Literature & Fiction - Women's Fiction,19.0,338,0.2828282828282828,,1,Kindle,47.08652148322543,30%+,< $10,20000-30000
0063141256,Julia Quinn,USD,9.89,7.1,2,16.99,294.84000000000003,4.6,15975,10804.0,ATVPDKIKX0DER,Prime 1 Books,2021-12-21 23:35:54,"To Sir Phillip, With Love: Bridgerton (Bridgertons, 5)",0,Literature & Fiction - Women's Fiction,19.0,338,0.6262626262626264,,1,Kindle,58.21071218363745,30%+,< $10,10000-20000
0063141280,Julia Quinn,USD,10.09,6.9,2,16.99,340.20000000000005,4.6,14459,17627.0,ATVPDKIKX0DER,Missouri_Goodwill_Industries,2021-12-21 23:23:28,"When He Was Wicked: Bridgerton (Bridgertons, 6)",0,Literature & Fiction - Women's Fiction,19.0,338,0.8080808080808082,,1,Kindle,59.38787522071808,30%+,< $10,10000-20000
0063141299,Julia Quinn,USD,6.83,10.16,2,16.99,323.19000000000005,4.6,12470,15128.0,ATVPDKIKX0DER,Goodwill of North Georgia,2021-12-21 23:23:21,"It's in His Kiss: Bridgerton (Bridgertons, 7)",0,Literature & Fiction - Women's Fiction,19.0,338,0.686868686868687,,1,Kindle,40.200117716303716,30%+,$10-$20,10000-20000
0063141302,Julia Quinn,USD,9.9,7.09,2,16.99,408.24,4.6,11480,16097.0,ATVPDKIKX0DER,Valleys Books & More,2021-12-21 23:23:22,"On the Way to the Wedding: Bridgerton (Bridgertons, 8)",0,Romance - Historical,19.0,338,0.9090909090909092,,1,Kindle,58.26957033549147,30%+,< $10,10000-20000
0063142783,Charlie Mackesy,USD,5.0,19.99,5,24.99,458.4592,4.8,87406,22741.0,ATVPDKIKX0DER,desert18,2021-12-21 23:23:20,"The Boy, the Mole, the Fox and the Horse Deluxe (Yellow) Edition",0,Comics & Graphic Novels - Graphic Novels,19.0,288,0.7070707070707072,,1,Kindle,20.008003201280513,20%-30%,$10-$20,50000+
0062797158,Heather Morris,USD,4.59,12.4,2,16.99,226.8,4.7,46174,2400.0,ATVPDKIKX0DER,-OnTimeBooks-,2021-12-21 23:23:26,The Tattooist of Auschwitz: A Novel,0,Literature & Fiction - Genre Fiction,19.0,315,0.24242424242424243,,1,Kindle,27.015891701000587,20%-30%,$10-$20,40000-50000
0062803832,Gary John Bishop,USD,9.0,12.99,2,21.99,272.16,4.6,16512,1340.0,ATVPDKIKX0DER,YHHWORLDREAD,2021-12-21 23:23:17,Unfu*k Yourself: Get Out of Your Head and into Your Life (Unfu*k Yourself series),0,Self-Help - Happiness,19.0,376,0.36363636363636365,,1,Kindle,40.92769440654843,30%+,$10-$20,10000-20000
006282015X,Joanna GainesMarah Stets,USD,13.4,16.59,11,29.99,1193.8096,4.8,28122,981.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:17,Magnolia Table,0,"Cookbooks, Food & Wine - Regional & International",19.0,116,0.20202020202020202,,1,Kindle,44.6815605201734,30%+,$10-$20,20000-30000
0062820184,Joanna Gaines,USD,21.0,14.0,7,35.0,1293.672,4.9,22686,184.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:19,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",0,"Cookbooks, Food & Wine - Regional & International",19.0,110,0.1414141414141414,,1,Kindle,60.0,30%+,$10-$20,20000-30000
006283486X,Daniel Silva,USD,11.21,17.78,1,28.99,680.88,4.0,19584,5015.0,ATVPDKIKX0DER,Momma's Media,2021-12-21 23:23:25,"The Cellist: A Novel (Gabriel Allon, 21)",0,Literature & Fiction - Action & Adventure,19.0,173,0.060606060606060615,,1,Kindle,38.668506381510866,30%+,$10-$20,10000-20000
006440188X,Frances Hodgson Burnett,USD,2.0,6.99,3,8.99,243.81,4.7,10041,5402.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:40:19,The Secret Garden (HarperClassics),0,Children's Books - Literature & Fiction,19.0,180,0.9494949494949496,,1,Kindle,22.246941045606228,20%-30%,< $10,10000-20000
0062841742,Hoda KotbSuzie Mason,USD,4.47,14.52,3,18.99,385.56,4.8,19794,4194.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:23:17,I've Loved You Since Forever,0,Children's Books - Growing Up & Facts of Life,19.0,84,0.060606060606060615,,1,Kindle,23.538704581358612,20%-30%,$10-$20,10000-20000
0062841750,Hoda KotbSuzie Mason,USD,1.8,7.19,2,8.99,198.45000000000002,4.8,19794,41208.0,ATVPDKIKX0DER,saveherenow,2021-12-21 23:23:15,I've Loved You Since Forever Board Book,0,Children's Books - Growing Up & Facts of Life,19.0,84,0.41414141414141414,,1,Kindle,20.02224694104561,20%-30%,< $10,10000-20000
0141439556,Emily Brontë,USD,1.81,6.19,2,8.0,303.34499999999997,4.6,13451,4610.0,ATVPDKIKX0DER,SpotlightBooks,2021-12-21 23:35:47,Wuthering Heights (Penguin Classics),0,Literature & Fiction - Genre Fiction,19.0,180,0.9595959595959597,,1,Kindle,22.625,20%-30%,< $10,10000-20000
0064431789,Maurice Sendak,USD,3.95,5.0,7,8.95,181.44000000000003,4.9,27536,1373.0,ATVPDKIKX0DER,Amazon,2021-12-21 23:23:19,Where the Wild Things Are,0,Children's Books - Animals,19.0,55,0.4444444444444445,,1,Audiobook,44.134078212290504,30%+,< $10,20000-30000
0062297198,Darin Olien,USD,7.2,10.79,2,17.99,243.81,4.7,10050,7975.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:23:20,"SuperLife: The 5 Simple Fixes That Will Make You Healthy, Fit, and Eternally Awesome",0,"Health, Fitness & Dieting - Diets & Weight Loss",19.0,133,0.6262626262626264,,1,Kindle,40.02223457476376,30%+,$10-$20,10000-20000
0062300547,J. D. Vance,USD,15.64,12.35,5,27.99,499.31200000000007,4.5,27096,20645.0,ATVPDKIKX0DER,Books and Books Etc.,2021-12-21 23:38:15,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,0,Biographies & Memoirs - Historical,19.0,300,0.13131313131313133,,1,Kindle,55.87709896391569,30%+,$10-$20,20000-30000
0062300555,J. D. Vance,USD,10.14,7.85,4,17.99,249.48000000000005,4.5,27096,5144.0,ATVPDKIKX0DER,Jenson Books Inc,2021-12-21 23:23:27,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,0,History - Americas,19.0,299,0.4444444444444445,,1,Kindle,56.36464702612564,30%+,< $10,20000-30000
0062301233,Ashlee Vance,USD,15.51,16.99,5,32.5,635.4879999999999,4.7,13319,5590.0,ATVPDKIKX0DER,Vivé Liber Books LLC,2021-12-21 23:35:50,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",0,Engineering & Transportation - Engineering,19.0,129,0.7171717171717172,,1,Kindle,47.723076923076924,30%+,$10-$20,10000-20000
006230125X,Ashlee Vance,USD,4.0,13.99,4,17.99,340.20000000000005,4.7,13319,1714.0,ATVPDKIKX0DER,VMG Books & Media,2021-12-21 23:35:50,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",0,Engineering & Transportation - Engineering,19.0,129,0.20202020202020202,,1,Kindle,22.234574763757646,20%-30%,$10-$20,10000-20000
0061537934,Garth Stein,USD,11.14,14.85,3,25.99,425.25,4.7,14886,27700.0,ATVPDKIKX0DER,MediaFlow,2021-12-21 23:23:24,The Art of Racing in the Rain,0,Literature & Fiction - Genre Fiction,19.0,188,0.4040404040404041,,1,Kindle,42.86263947672182,30%+,$10-$20,10000-20000
0061537969,Garth Stein,USD,7.0,9.99,4,16.99,255.15,4.7,14886,6308.0,ATVPDKIKX0DER,R&K Accounting,2021-12-21 23:23:24,The Art of Racing in the Rain: A Novel,0,Literature & Fiction - Genre Fiction,19.0,181,0.5656565656565657,,1,Kindle,41.20070629782225,30%+,< $10,10000-20000
